,pitcher_id,walks,hits,at-bats,IP,WHIP,cERA
62,429783,12,43,175,31.999999999999954,1.7187500000000024,7.593750000000011
63,502026,111,241,1122,258.66666666666697,1.3608247422680397,2.783505154639172
64,543184,80,206,837,171.33333333333286,1.6692607003891096,5.41050583657589
65,456034,195,633,2881,647.0000000000032,1.2797527047913384,3.6166924265842173
66,461833,56,376,1307,270.99999999999966,1.5940959409594115,5.745387453874546
67,543242,26,76,293,62.000000000000156,1.6451612903225765,5.08064516129031
68,150274,4,5,29,6.333333333333331,1.4210526315789478,0.0
69,453286,229,617,3450,788.0000000000047,1.0736040609136992,3.0152284263959213
70,112526,127,781,2890,625.0,1.4528,5.184
71,448614,92,213,949,208.33333333333354,1.4639999999999986,4.147199999999996
72,458584,49,109,525,119.66666666666667,1.3203342618384402,2.8579387186629526
73,544727,99,203,1043,240.0000000000001,1.2583333333333326,2.8124999999999987
74,502578,9,28,122,26.66666666666665,1.3875000000000008,5.0625000000000036
75,407819,19,55,248,53.333333333333314,1.3875000000000004,3.543750000000001
76,460283,71,115,602,127.66666666666671,1.4569190600522188,3.6657963446475184
77,234194,1,8,32,7.666666666666664,1.1739130434782612,5.869565217391306
78,456501,186,595,2614,578.0000000000017,1.3512110726643558,3.7681660899653866
79,434538,304,544,2531,547.6666666666666,1.5483870967741937,4.66707242848448
80,276514,5,13,51,10.0,1.8,10.8
81,448159,6,32,130,30.999999999999968,1.2258064516129046,4.0645161290322624
82,471822,56,126,577,118.33333333333343,1.5380281690140833,4.715492957746475
83,453265,84,233,1118,254.66666666666717,1.2447643979057568,2.9332460732984234
84,547973,114,136,924,210.0000000000004,1.1904761904761882,2.31428571428571
85,477132,121,535,2775,669.0000000000014,0.9805680119581445,2.3811659192825063
86,448306,323,703,3078,654.0000000000017,1.5688073394495372,5.188073394495399
87,554340,20,82,361,75.3333333333334,1.3539823008849545,4.539823008849553
88,543883,56,190,848,181.3333333333336,1.3566176470588216,3.9209558823529354
89,571057,23,41,174,33.999999999999964,1.8823529411764726,5.823529411764712
90,518875,50,144,742,167.00000000000017,1.1616766467065855,3.664670658682631
91,407908,17,58,241,48.66666666666663,1.5410958904109602,5.917808219178087
92,501822,77,176,771,161.00000000000006,1.571428571428571,4.975155279503104
93,518567,50,194,763,161.6666666666663,1.5092783505154674,4.731958762886609
94,518516,179,579,2791,626.6666666666686,1.2095744680851028,3.274468085106373
95,605177,93,167,839,190.33333333333346,1.3660245183887907,3.6409807355516612
96,543339,111,224,1029,213.00000000000034,1.5727699530516406,4.859154929577457
97,425657,33,43,265,62.33333333333332,1.219251336898396,2.7433155080213907
98,466948,27,66,289,63.333333333333435,1.4684210526315766,4.831578947368413
99,489265,60,184,858,189.3333333333336,1.2887323943661955,3.850352112676051
100,346793,16,43,163,33.666666666666636,1.752475247524754,6.148514851485154
101,424144,71,126,629,131.99999999999991,1.4924242424242433,4.2954545454545485
102,446899,96,243,1068,247.66666666666703,1.3687752355316265,3.197846567967694
103,433586,100,177,876,191.66666666666697,1.4452173913043456,3.7565217391304286
104,543243,230,576,2612,581.9999999999999,1.3848797250859108,4.20618556701031
105,451596,242,564,2327,486.33333333333275,1.6572995202193304,5.385195339273482
106,542914,24,98,365,79.33333333333347,1.5378151260504176,5.218487394957974
107,607309,20,46,172,33.00000000000001,1.9999999999999996,7.636363636363635
108,542669,9,14,58,10.666666666666666,2.15625,6.75
109,519267,9,76,323,75.66666666666677,1.123348017621144,4.519823788546249
110,547888,157,626,2806,644.0000000000009,1.2158385093167685,4.010869565217385
111,571800,92,257,974,196.99999999999952,1.771573604060918,6.350253807106615
112,455119,15,74,276,58.333333333333314,1.5257142857142862,5.245714285714287
113,592741,103,166,828,172.33333333333346,1.5609284332688578,4.230174081237908
114,502304,10,25,107,21.666666666666654,1.6153846153846163,4.569230769230772
115,571901,73,169,697,149.6666666666668,1.6169265033407558,4.389755011135853
116,612434,101,167,804,168.33333333333346,1.5920792079207908,4.598019801980195
117,458677,108,195,980,213.66666666666706,1.4180967238689521,3.8330733229329104
118,469134,16,41,153,29.3333333333333,1.9431818181818203,7.05681818181819
119,572020,137,448,2009,455.99999999999886,1.2828947368421084,3.789473684210536
120,450351,56,118,556,120.99999999999946,1.4380165289256261,4.239669421487622
121,452666,65,141,589,124.6666666666668,1.6524064171122976,5.053475935828872
122,500721,11,23,98,19.999999999999996,1.7000000000000004,4.950000000000001
123,621397,32,60,273,58.99999999999997,1.5593220338983058,3.508474576271188
124,434718,33,85,376,80.33333333333344,1.4688796680497906,4.257261410788376
125,502009,73,213,875,187.33333333333306,1.526690391459077,5.4288256227758085
126,543272,136,276,1388,317.33333333333314,1.2983193277310932,3.545168067226893
127,622072,178,520,2319,526.0000000000002,1.3269961977186306,3.6615969581749033
128,473879,107,251,1128,256.66666666666697,1.3948051948051932,3.4714285714285675
129,594792,33,41,225,47.666666666666636,1.5524475524475534,4.909090909090912
130,592533,26,73,263,52.66666666666663,1.8797468354430393,6.493670886075954
131,457768,51,106,447,98.00000000000014,1.6020408163265283,3.948979591836729
132,518553,107,170,966,222.0000000000004,1.2477477477477454,2.7972972972972925
133,475479,104,231,1072,241.99999999999966,1.384297520661159,3.681818181818187
134,462089,4,0,8,1.0,4.0,0.0
135,501992,124,268,1227,263.6666666666661,1.4867256637168174,4.608091024020237
136,612672,131,482,2019,432.66666666666583,1.416795069337445,4.659476117103245
137,592332,216,689,2819,609.0000000000009,1.4860426929392425,4.463054187192111
138,448178,60,129,590,122.33333333333353,1.5449591280653927,4.56130790190735
139,502202,99,144,740,156.6666666666668,1.5510638297872328,4.3659574468085065
140,490063,144,414,1635,336.33333333333235,1.6590683845391525,5.5391476709613645
141,543475,111,302,1181,247.33333333333354,1.6698113207547156,6.0404312668463565
142,592804,53,97,522,113.66666666666677,1.319648093841641,3.563049853372431
143,457429,65,102,504,107.66666666666667,1.5510835913312693,4.513931888544891
144,455009,60,136,595,131.66666666666694,1.4886075949367057,4.921518987341762
145,493603,97,110,697,158.00000000000009,1.3101265822784802,3.3607594936708844
146,408061,45,114,570,130.3333333333335,1.2199488491048576,3.9360613810741634
147,115629,7,44,162,35.99999999999998,1.4166666666666674,3.500000000000002
148,425844,180,662,3159,739.0000000000031,1.1393775372124446,3.215155615696874
149,475115,207,366,1727,377.33333333333394,1.518551236749114,4.507950530035329
150,520980,91,201,1021,221.66666666666706,1.3172932330827045,3.369924812030069
151,572089,3,10,42,8.999999999999998,1.4444444444444446,3.0000000000000004
152,445612,15,37,159,34.99999999999998,1.4857142857142867,4.371428571428574
153,434442,41,116,466,102.0000000000001,1.5392156862745083,3.441176470588232
154,276542,73,116,674,147.33333333333354,1.2828054298642515,3.5429864253393615
155,504379,114,287,1250,267.3333333333331,1.5000000000000013,4.47755610972569
156,518886,108,132,963,228.00000000000048,1.0526315789473661,2.6447368421052575
157,523989,95,243,1068,233.66666666666745,1.4465049928673275,4.85306704707559
158,285064,105,220,964,199.66666666666606,1.627712854757935,5.138564273789665
159,433589,68,287,1304,283.66666666666674,1.251468860164512,3.8390129259694468
160,517414,92,211,957,202.00000000000034,1.4999999999999976,4.188118811881181
161,502004,64,187,897,204.6666666666669,1.2263843648208455,3.1661237785016247
162,605359,24,72,215,40.66666666666667,2.3606557377049175,8.409836065573769
163,592665,66,248,1096,244.33333333333363,1.2851296043656193,3.3151432469304187
164,534910,82,223,926,199.66666666666663,1.52754590984975,4.868113522537564
165,407890,84,314,1334,287.3333333333337,1.3851508120649634,4.823665893271455
166,447714,42,106,378,72.99999999999994,2.027397260273974,8.013698630136993
167,605309,75,138,758,166.33333333333343,1.2805611222444881,3.787575150300599
168,445926,134,467,1922,420.999999999999,1.427553444180526,4.596199524940629
169,474521,29,119,468,100.33333333333344,1.4750830564784037,4.933554817275742
170,472551,58,125,588,129.33333333333343,1.4149484536082464,3.9664948453608218
171,491703,65,137,627,132.00000000000009,1.5303030303030294,5.659090909090906
172,547874,87,362,1486,327.9999999999999,1.3689024390243907,4.307926829268294
173,533167,119,403,1700,369.6666666666659,1.41208295761948,4.674481514878279
174,501625,80,230,1004,224.66666666666708,1.3798219584569706,3.5252225519287768
175,573046,34,123,491,98.99999999999999,1.585858585858586,6.1818181818181825
176,501925,70,191,885,200.666666666667,1.3006644518272403,3.8122923588039805
177,543408,213,439,1913,404.33333333333394,1.6125309150865599,4.9859851607584424
178,571946,143,354,1499,316.333333333334,1.5711275026343487,4.7513171759747
179,543606,248,587,2795,593.9999999999995,1.4057239057239068,4.363636363636367
180,456068,167,474,1940,403.6666666666652,1.5879438480594608,5.172584640792752
181,451085,33,55,260,53.33333333333336,1.6499999999999992,5.062499999999997
182,592329,19,25,133,27.3333333333333,1.6097560975609775,4.6097560975609815
183,449079,3,6,31,6.666666666666665,1.3500000000000003,4.050000000000001
184,421685,57,189,751,153.99999999999994,1.597402597402598,5.435064935064937
185,519144,211,802,3328,733.3333333333363,1.3813636363636308,4.516363636363618
186,543726,62,118,542,117.66666666666687,1.529745042492915,0.0
187,571704,83,217,1043,231.6666666666671,1.294964028776976,3.341007194244598
188,449097,33,90,412,91.00000000000006,1.3516483516483508,3.164835164835163
189,468396,58,93,434,88.66666666666679,1.7030075187969902,4.3646616541353325
190,518633,230,604,2624,558.9999999999987,1.491949910554565,4.475849731663695
191,500779,248,742,3234,707.666666666669,1.3989637305699436,4.018841262364565
192,430630,18,27,124,26.999999999999968,1.6666666666666687,1.3333333333333348
193,457915,31,72,287,59.99999999999997,1.7166666666666675,4.950000000000002
194,435043,103,165,828,183.0000000000003,1.4644808743169373,3.4918032786885185
195,474029,40,69,354,78.66666666666669,1.3855932203389827,3.4322033898305078
196,518813,86,122,642,137.6666666666668,1.5108958837772382,4.314769975786921
197,444857,90,318,1265,279.66666666666595,1.4588796185935675,4.505363528009547
198,471911,190,634,2921,682.6666666666684,1.207031249999997,3.5991210937499907
199,491159,12,23,100,21.999999999999993,1.5909090909090915,3.272727272727274
200,444935,12,30,125,24.66666666666665,1.7027027027027037,4.7432432432432465
201,519240,81,131,567,120.33333333333333,1.7617728531855956,4.337950138504155
202,450212,36,153,745,170.00000000000023,1.1117647058823514,2.9647058823529373
203,543766,100,256,1110,247.33333333333377,1.4393530997304558,4.039083557951475
204,501789,62,179,939,226.0000000000004,1.0663716814159274,2.707964601769907
205,592102,114,212,1122,251.33333333333388,1.297082228116708,3.5450928381962785
206,503449,144,383,1459,304.99999999999915,1.7278688524590213,5.606557377049196
207,572750,121,298,1131,228.3333333333336,1.835036496350363,6.227737226277365
208,453156,17,32,147,31.99999999999996,1.5312500000000018,5.062500000000006
209,446099,109,200,882,187.66666666666697,1.64653641207815,4.891651865008873
210,434671,187,568,2365,492.6666666666649,1.5324763193504791,5.571718538565649
211,445060,125,457,1786,386.00000000000114,1.5077720207253842,5.222797927461125
212,431162,10,32,100,19.66666666666666,2.1355932203389836,7.3220338983050866
213,457744,11,32,137,30.333333333333297,1.4175824175824192,5.340659340659347
214,553970,12,22,98,20.333333333333325,1.6721311475409844,5.75409836065574
215,571871,61,136,569,120.33333333333341,1.637119113573406,4.861495844875343
216,430641,65,224,842,177.33333333333354,1.6296992481202988,4.8721804511278135
217,456379,44,75,354,77.33333333333344,1.5387931034482738,3.9568965517241326
218,465657,89,227,1054,233.3333333333338,1.3542857142857117,3.58714285714285
219,519455,154,666,2560,535.6666666666663,1.5308027380211586,5.258867454884882
220,594798,191,623,3023,703.6666666666691,1.1567977261961115,2.8649928943628513
221,489334,53,135,663,158.33333333333331,1.1873684210526316,2.9557894736842107
222,606160,93,173,691,138.33333333333297,1.9228915662650652,6.1807228915662815
223,595014,117,239,1186,279.6666666666669,1.272943980929677,2.7675804529201407
224,519322,74,158,702,151.00000000000023,1.5364238410596003,4.649006622516549
225,502190,175,785,3109,703.3333333333353,1.3649289099526027,4.376303317535533
226,543037,226,656,2995,679.0000000000024,1.2989690721649438,3.578792341678927
227,571561,90,144,705,149.00000000000006,1.5704697986577176,4.953020134228186
228,453172,108,238,1083,247.66666666666697,1.3970390309555838,2.6890982503364707
229,488674,20,71,286,64.33333333333348,1.414507772020722,4.05699481865284
230,455374,74,115,589,117.66666666666688,1.6062322946175607,5.201133144475911
231,491708,73,130,598,124.00000000000018,1.637096774193546,3.9193548387096717
232,543746,48,93,413,87.66666666666657,1.6083650190114085,3.6958174904943006
233,543331,75,124,568,113.00000000000011,1.7610619469026532,5.336283185840703
234,453343,51,194,868,206.00000000000009,1.189320388349514,2.6650485436893194
235,467785,15,26,106,21.99999999999999,1.8636363636363646,4.500000000000002
236,435221,83,236,992,214.66666666666663,1.4860248447204971,5.072981366459628
237,488768,280,675,2785,588.3333333333328,1.6232294617563754,4.879886685552412
238,476451,183,562,2477,539.3333333333329,1.381334981458592,4.7892459826946885
239,518790,88,193,814,177.0000000000005,1.587570621468922,4.830508474576257
240,453562,265,603,3104,724.3333333333359,1.1983433041877547,3.1684307409111714
241,458681,243,486,2233,480.00000000000034,1.518749999999999,3.9937499999999972
242,543779,87,134,736,158.00000000000017,1.3987341772151884,3.3037974683544267
243,279571,64,174,745,163.00000000000006,1.4601226993865026,4.196319018404907
244,431148,127,295,1353,291.66666666666646,1.446857142857144,4.07314285714286
245,446321,64,149,535,105.33333333333344,2.022151898734175,6.8354430379746765
246,548337,69,145,644,141.33333333333326,1.5141509433962272,4.903301886792455
247,519096,35,250,962,226.3333333333336,1.2592047128129589,3.976435935198817
248,571439,13,27,100,18.333333333333336,2.1818181818181817,10.799999999999999
249,501381,106,463,1841,407.9999999999999,1.3946078431372553,4.8308823529411775
250,285079,218,557,2433,517.0000000000015,1.4990328820116012,4.647969052224358
251,476454,158,172,1167,268.0000000000004,1.2313432835820877,2.6194029850746228
252,446399,66,184,808,177.66666666666686,1.4071294559099423,4.305816135084423
253,532077,54,182,960,222.66666666666708,1.0598802395209561,3.071856287425144
254,453192,83,137,919,224.00000000000026,0.982142857142856,2.0892857142857117
255,571527,32,109,351,69.3333333333334,2.033653846153844,7.528846153846147
256,475416,37,68,273,55.00000000000011,1.9090909090909054,6.054545454545443
257,430661,85,155,730,159.66666666666686,1.503131524008349,4.509394572025047
258,444520,45,131,503,102.00000000000009,1.72549019607843,5.029411764705878
259,465629,8,63,224,48.33333333333337,1.4689655172413782,5.9586206896551674
260,450172,218,485,2105,450.3333333333346,1.5610658771280488,4.696521095484813
261,433579,70,223,870,176.33333333333337,1.6616257088846877,5.66540642722117
262,458006,67,178,778,169.00000000000006,1.4497041420118337,4.2603550295857975
263,502085,99,180,1065,249.0000000000005,1.120481927710841,3.1445783132530054
264,592879,31,94,359,65.66666666666676,1.9035532994923832,7.949238578680192
265,545333,294,646,3028,663.3333333333344,1.417085427135676,4.124623115577883
266,465679,12,24,96,20.33333333333333,1.770491803278689,7.081967213114756
267,641490,19,53,201,41.66666666666667,1.7279999999999998,4.967999999999999
268,430589,25,106,426,94.66666666666669,1.3838028169014083,5.038732394366196
269,572888,119,279,1192,250.66666666666708,1.587765957446806,5.708776595744672
270,502043,280,720,3000,659.0000000000011,1.5174506828528047,4.5614567526555305
271,502272,24,129,490,105.66666666666677,1.4479495268138787,5.621451104100941
272,488846,78,159,702,147.66666666666677,1.604966139954852,4.875846501128665
273,450282,19,71,287,58.66666666666674,1.5340909090909072,4.142045454545449
274,452733,30,49,199,37.666666666666636,2.0973451327433645,6.212389380530978
275,544931,175,483,2370,541.3333333333321,1.2155172413793132,3.508004926108382
276,518774,164,542,2255,489.0,1.443762781186094,4.803680981595092
277,543699,247,651,2868,638.0000000000015,1.4075235109717836,4.246081504702184
278,456776,27,26,154,30.999999999999964,1.7096774193548407,3.4838709677419395
279,543101,126,432,1782,389.3333333333328,1.4332191780821937,4.415239726027403
280,150359,60,174,701,152.99999999999994,1.529411764705883,3.411764705882354
281,453178,244,607,2711,578.3333333333331,1.4714697406340063,4.8864553314121055
282,218596,44,134,527,117.33333333333285,1.5170454545454608,4.678977272727292
283,628333,107,287,1129,236.33333333333292,1.6671368124118506,5.9407616361072035
284,608665,147,480,1893,416.33333333333314,1.5060048038430751,4.647718174539634
285,607259,113,304,1217,250.33333333333255,1.6657789613848255,5.35685752330228
286,461325,120,207,1113,228.00000000000045,1.4342105263157867,4.263157894736834
287,282332,247,649,2788,591.9999999999991,1.5135135135135158,4.393581081081088
288,596057,111,294,1216,249.00000000000009,1.626506024096385,5.024096385542167
289,543135,116,403,1657,363.6666666666656,1.4271310724106365,4.578368469294239
290,489119,252,638,2614,562.0000000000008,1.5836298932384318,5.060498220640563
291,460008,6,14,52,10.666666666666668,1.8749999999999998,4.218749999999999
292,453214,128,286,1309,279.3333333333332,1.4821002386634852,4.156324582338904
293,554431,22,21,102,20.666666666666657,2.0806451612903234,4.354838709677422
294,475243,112,249,1111,229.9999999999999,1.569565217391305,5.243478260869568
295,548357,42,194,692,147.3333333333335,1.6018099547511293,5.986425339366509
296,489295,3,12,36,6.333333333333331,2.3684210526315796,8.526315789473687
297,429719,132,297,1323,275.0000000000001,1.5599999999999994,4.974545454545453
298,502083,84,233,983,211.00000000000037,1.502369668246443,3.924170616113737
299,430580,115,290,1124,223.33333333333377,1.813432835820892,6.689552238805957
300,461872,51,132,605,134.3333333333334,1.36228287841191,4.1538461538461515
301,543278,72,211,885,185.66666666666674,1.5242369838420102,4.217235188509872
302,501955,22,50,211,43.66666666666664,1.648854961832062,4.122137404580155
303,502706,213,485,2068,430.9999999999993,1.6194895591647358,5.262180974477967
304,543521,172,520,2214,480.00000000000176,1.4416666666666613,4.087499999999985
305,502327,266,496,2343,462.3333333333335,1.648161499639509,5.080749819754865
306,450306,114,335,1393,297.6666666666665,1.5083986562150065,4.958566629339308
307,502260,9,15,60,10.666666666666668,2.2499999999999996,5.906249999999999
308,502624,216,557,2507,542.9999999999984,1.4235727440147372,4.2928176795580235
309,474463,88,382,1401,312.6666666666673,1.5031982942430673,4.835820895522378
310,456051,18,41,154,26.999999999999986,2.1851851851851865,8.333333333333337
311,543548,76,314,1196,242.66666666666632,1.6071428571428594,5.859890109890118
312,445590,13,48,196,44.333333333333364,1.3759398496240591,6.293233082706762
313,477003,114,337,1320,285.99999999999983,1.5769230769230778,4.87762237762238
314,592340,58,111,567,124.66666666666654,1.3556149732620335,4.042780748663105
315,543219,42,102,448,97.00000000000006,1.484536082474226,3.711340206185565
316,571666,239,672,2876,616.0000000000001,1.4788961038961037,4.602272727272727
317,502046,129,372,1458,306.9999999999996,1.6319218241042366,5.570032573289909
318,519141,220,461,2148,460.33333333333366,1.4793627805937717,4.1448225923244
319,592836,168,455,2021,437.666666666666,1.4234577303884257,4.421172886519428
320,453344,30,103,487,113.6666666666666,1.1700879765395902,2.21700879765396
321,453311,64,143,534,107.33333333333337,1.928571428571428,6.2049689440993765
322,150302,15,64,217,44.000000000000036,1.795454545454544,6.954545454545449
323,407793,184,522,2378,532.6666666666682,1.3254067584480562,3.7847309136420417
324,595307,24,127,449,99.33333333333339,1.5201342281879187,4.167785234899327
325,429717,46,174,770,161.00000000000014,1.3664596273291914,4.192546583850928
326,541640,127,410,1790,396.99999999999915,1.3526448362720431,4.602015113350136
327,542882,105,374,1524,328.3333333333329,1.4588832487309664,4.961421319796961
328,502032,143,323,1386,296.6666666666665,1.5707865168539334,5.400000000000003
329,279824,40,214,828,182.0000000000006,1.395604395604391,4.15384615384614
330,521230,62,210,915,199.33333333333374,1.364548494983275,4.018394648829423
331,518833,2,8,18,3.0,3.3333333333333335,0.0
332,462136,254,607,2889,580.9999999999993,1.4819277108433753,5.018932874354567
333,425532,47,183,635,130.99999999999952,1.7557251908397011,6.114503816793916
334,461829,309,685,3103,678.3333333333347,1.4653562653562624,4.1130221130221045
335,476589,114,256,1262,281.6666666666664,1.3136094674556225,3.674556213017755
336,523260,146,288,1302,279.333333333333,1.5536992840095485,4.671837708830555
337,595441,2,2,11,1.9999999999999998,2.0000000000000004,0.0
338,434628,207,683,2796,595.3333333333333,1.494960806270997,5.034154535274356
339,433584,28,103,397,86.99999999999993,1.5057471264367828,5.0689655172413834
340,457754,20,18,113,23.66666666666667,1.605633802816901,4.183098591549295
341,425386,57,192,680,135.3333333333328,1.8399014778325196,6.51724137931037
342,607968,26,54,213,43.3333333333333,1.8461538461538476,4.77692307692308
343,605151,141,307,1387,305.6666666666664,1.4656488549618334,4.2693565976008765
344,460059,181,485,1804,372.6666666666659,1.7871198568873026,5.409660107334537
345,518716,74,255,947,195.6666666666662,1.6814310051107366,5.059625212947201
346,519076,238,520,2296,501.3333333333343,1.5119680851063801,4.326462765957439
347,474699,97,264,1010,214.33333333333348,1.6842923794712275,5.080870917573868
348,457918,219,636,2879,637.3333333333339,1.3415271966527185,3.770397489539745
349,543506,87,219,937,193.33333333333363,1.5827586206896527,5.679310344827577
350,608379,206,559,2428,533.6666666666663,1.4334790755777649,4.249843847595256
351,329092,11,29,117,25.666666666666647,1.5584415584415596,4.207792207792211
352,543054,96,150,679,145.66666666666688,1.6887871853546885,5.313501144164752
353,434622,217,501,2080,428.6666666666657,1.67496111975117,5.836702954898924
354,592717,201,383,1814,402.66666666666686,1.450331125827814,3.8220198675496673
355,445170,8,17,72,13.33333333333334,1.8749999999999991,8.774999999999997
356,450729,165,475,1914,408.00000000000006,1.568627450980392,4.9191176470588225
357,434678,0,3,10,2.333333333333333,1.2857142857142858,0.0
358,543294,198,618,2877,658.6666666666678,1.2388663967611315,3.3749999999999942
359,543334,16,30,98,17.000000000000004,2.7058823529411757,10.058823529411763
360,543456,37,103,392,81.0000000000001,1.728395061728393,5.888888888888881
361,542866,20,64,237,48.66666666666663,1.7260273972602753,6.2876712328767175
362,451788,12,32,142,30.3333333333333,1.450549450549452,6.230769230769238
363,432934,102,242,1058,209.33333333333294,1.643312101910831,5.5031847133758065
364,519263,33,89,392,88.66666666666669,1.3759398496240598,3.3496240601503753
365,519242,216,642,3240,754.3333333333369,1.137428192664599,3.2094564737074527
366,605374,12,40,129,24.999999999999982,2.0800000000000014,6.480000000000005
367,594987,4,13,45,9.666666666666666,1.7586206896551726,3.724137931034483
368,408241,65,233,972,207.6666666666659,1.4349919743178223,5.070626003210291
369,595371,2,6,16,3.0,2.6666666666666665,0.0
370,628452,121,253,1317,300.3333333333334,1.245283018867924,3.176470588235293
371,453646,40,139,575,124.66666666666686,1.4358288770053453,4.981283422459885
372,457711,34,124,429,84.00000000000014,1.8809523809523778,6.857142857142845
373,516935,3,11,46,10.333333333333334,1.3548387096774193,4.354838709677419
374,543507,55,187,782,169.33333333333297,1.4291338582677195,4.51771653543308
375,462985,20,61,274,62.66666666666678,1.2925531914893593,3.1595744680851006
376,605169,11,30,167,40.99999999999997,1.0000000000000007,2.853658536585368
377,608678,54,142,592,126.00000000000013,1.555555555555554,4.642857142857138
378,573127,16,44,196,43.33333333333331,1.3846153846153855,4.7769230769230795
379,623184,90,199,865,192.0000000000003,1.5052083333333308,4.499999999999993
380,502239,152,274,1305,289.33333333333314,1.4723502304147476,4.292626728110602
381,516970,14,30,117,22.666666666666657,1.9411764705882362,8.33823529411765
382,570632,204,471,2090,457.00000000000034,1.4770240700218806,4.765864332603935
383,502748,100,182,970,218.33333333333286,1.2916030534351173,3.3801526717557326
384,453307,4,24,62,10.999999999999996,2.5454545454545463,10.63636363636364
